S21 dB20 X,S21 dB20 Y
47900000000,0.4855442043756892
48000000000,0.457685747677513
48100000000,0.4298241797433358
48200000000,0.4019594241324264
48300000000,0.3740914038044941
48400000000,0.3462200411283253
48500000000,0.3183452578805313
48600000000,0.2904669752541295
48700000000,0.2625851138644067
48800000000,0.2346995937472979
48900000000,0.206810334370546
49000000000,0.1789172546365835
49100000000,0.1510202728836136
49200000000,0.1231193068973687
49300000000,0.09521427390892015
49400000000,0.06730509060512607
49500000000,0.03939167312838504
49600000000,0.01147393708412395
49700000000,-0.01644820245255352
49800000000,-0.04437483093652986
49900000000,-0.07230603434119751
50000000000,-0.1002418991616031
50100000000,-0.1281825124041945
50200000000,-0.1561279615808326
50300000000,-0.1840783347072616
50400000000,-0.212033720296147
50500000000,-0.2399942073520241
50600000000,-0.2679598853674349
50700000000,-0.2959308443152302
50800000000,-0.3239071746451151
50900000000,-0.3518889672780331
51000000000,-0.3798763135994714
51100000000,-0.4078693054570107
51200000000,-0.4358680351514251
51300000000,-0.4638725954337852
51400000000,-0.4918830794988445
51500000000,-0.5198995809794847
51600000000,-0.5479221939407751
51700000000,-0.5759510128742275
51800000000,-0.6039861326921678
51900000000,-0.6320276487238203
52000000000,-0.6600756567055852
52100000000,-0.6881302527776283
52200000000,-0.7161915334785773
52300000000,-0.7442595957365479
52400000000,-0.7723345368658476
52500000000,-0.8004164545582192
52600000000,-0.8285054468798592
52700000000,-0.856601612260378
52800000000,-0.8847050494906139
52900000000,-0.9128158577152673
53000000000,-0.9409341364239966
53100000000,-0.9690599854462095
53200000000,-0.997193504945268
53300000000,-1.025334795410565
53400000000,-1.053483957650343
53500000000,-1.08164109278519
53600000000,-1.109806302239193
53700000000,-1.137979687737144
53800000000,-1.16616135129268
53900000000,-1.194351395202284
54000000000,-1.222549922038415
54100000000,-1.250757034641871
54200000000,-1.27897283611297
54300000000,-1.307197429805606
54400000000,-1.335430919315231
54500000000,-1.363673408477934
54600000000,-1.391925001354671
54700000000,-1.420185802228219
54800000000,-1.448455915592378
54900000000,-1.476735446141961
55000000000,-1.505024498770378
55100000000,-1.533323178553522
55200000000,-1.5616315907443
55300000000,-1.589949840763633
55400000000,-1.618278034191553
55500000000,-1.646616276755629
55600000000,-1.674964674324664
55700000000,-1.703323332897479
55800000000,-1.731692358592433
55900000000,-1.760071857637695
56000000000,-1.788461936363075
56100000000,-1.816862701188512
56200000000,-1.845274258612491
56300000000,-1.873696715203395
56400000000,-1.902130177588509
56500000000,-1.930574752442436
56600000000,-1.959030546475764
56700000000,-1.987497666424719
56800000000,-2.015976219040292
56900000000,-2.044466311074248
57000000000,-2.072968049270249
57100000000,-2.101481540350046
57200000000,-2.130006891000613
57300000000,-2.15854420786498
57400000000,-2.187093597525781
57500000000,-2.21565516649545
57600000000,-2.244229021202063
57700000000,-2.272815267974194
57800000000,-2.301414013032609
57900000000,-2.330025362469473
58000000000,-2.358649422242919
58100000000,-2.387286298154272
58200000000,-2.415936095839834
58300000000,-2.444598920754352
58400000000,-2.473274878155475
58500000000,-2.501964073089511
58600000000,-2.530666610375549
58700000000,-2.559382594590454
58800000000,-2.588112130052575
58900000000,-2.616855320805509
59000000000,-2.645612270601919
59100000000,-2.674383082887768
59200000000,-2.703167860781803
59300000000,-2.731966707062904
59400000000,-2.760779724150113
59500000000,-2.789607014084388
59600000000,-2.818448678511438
59700000000,-2.847304818663796
59800000000,-2.876175535337669
59900000000,-2.905060928882013
60000000000,-2.933961099170532
