S21 dB20 X,S21 dB20 Y
36400000000,3.596596616015171
36500000000,3.605299723398106
36600000000,3.614289676961295
36700000000,3.623550373794504
36800000000,3.633064715038264
36900000000,3.642814571277351
37000000000,3.652780747319823
37100000000,3.662942946506326
37200000000,3.673279734645988
37300000000,3.683768503754407
37400000000,3.694385435727226
37500000000,3.705105466192729
37600000000,3.715902248689803
37700000000,3.726748119429261
37800000000,3.737614062919186
37900000000,3.748469678688219
38000000000,3.759283149446964
38100000000,3.770021211029788
38200000000,3.780649124459638
38300000000,3.791130650540112
38400000000,3.801428027400589
38500000000,3.811501951457356
38600000000,3.821311562232474
38700000000,3.830814431603975
38800000000,3.83996655794875
38900000000,3.848722365805264
39000000000,3.857034711577699
39100000000,3.864854895914861
39200000000,3.872132683366629
39300000000,3.87881632992194
39400000000,3.884852619049816
39500000000,3.89018690687013
39600000000,3.894763177020726
39700000000,3.898524105825375
39800000000,3.901411138259475
39900000000,3.903364575258094
40000000000,3.904323672737401
40100000000,3.904226752743117
40200000000,3.903011326980077
40300000000,3.900614232891157
40400000000,3.896971782378266
40500000000,3.892019923101024
40600000000,3.885694412131058
40700000000,3.877931001640737
40800000000,3.868665636114199
40900000000,3.857834660365866
41000000000,3.845375037550642
41100000000,3.831224576094546
41200000000,3.815322164301336
41300000000,3.797608011276311
41400000000,3.778023892530564
41500000000,3.756513398528834
41600000000,3.733022184292921
41700000000,3.70749821800068
41800000000,3.679892026438863
41900000000,3.650156935080399
42000000000,3.618249300498428
42100000000,3.584128732810045
42200000000,3.547758305862598
42300000000,3.509104752934618
42400000000,3.468138645776977
42500000000,3.424834555046222
42600000000,3.379171190229497
42700000000,3.331131517440992
42800000000,3.28070285373613
42900000000,3.227876936747982
43000000000,3.172649968832411
43100000000,3.115022635205562
43200000000,3.055000095797098
43300000000,2.992591950987279
